gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpmk_48h	fpmk_con	fpmk_diff
ENSG00000198756	COLGALT2	2	0	2	0.8	1.52	0.72
ENSG00000123472	ATPAF1	2	0	2	73.25	94.76	21.51
ENSG00000163041	H3F3A	2	0	2	126.35	151.35	25
ENSG00000225518	LINC01703	2	0	2	4.57	5.28	0.71
ENSG00000121486	TRMT1L	2	0	2	6.34	14.34	8
ENSG00000047410	TPR	2	0	2	30.43	37.59	7.16
ENSG00000225721	AL592166.1	2	0	2	1.12	1.83	0.71
ENSG00000188092	GPR89B	2	0	2	6.41	8.66	2.25
ENSG00000059573	ALDH18A1	2	0	2	38.56	51.88	13.32
ENSG00000065328	MCM10	2	0	2	6.47	21.83	15.36
ENSG00000107554	DNMBP	2	0	2	0.41	1.19	0.78
ENSG00000179988	PSTK	2	0	2	6.11	12.02	5.91
ENSG00000086475	SEPHS1	2	0	2	48.64	51.87	3.23
ENSG00000156374	PCGF6	2	0	2	2.34	3.05	0.71
ENSG00000165626	BEND7	2	0	2	4.92	6.64	1.72
ENSG00000099256	PRTFDC1	2	0	2	0.23	0.42	0.19
ENSG00000172671	ZFAND4	2	0	2	2.75	3.21	0.46
ENSG00000185009	AP3M1	2	0	2	18.78	22.65	3.87
ENSG00000095485	CWF19L1	2	0	2	4.98	7.26	2.28
ENSG00000239665	AL157392.3	2	0	2	2.18	8.77	6.59
ENSG00000119943	PYROXD2	2	0	2	1.54	3.95	2.41
ENSG00000166171	DPCD	2	0	2	22.58	23.5	0.920000000000002
ENSG00000269609	RPARP-AS1	2	0	2	17.3	37.96	20.66
ENSG00000138111	MFSD13A	2	0	2	2.41	3.28	0.87
ENSG00000075826	SEC31B	2	0	2	0.09	1.3	1.21
ENSG00000166135	HIF1AN	2	0	2	1.49	5.72	4.23
ENSG00000204175	GPRIN2	2	0	2	2.2	3.33	1.13
ENSG00000234420	ZNF37BP	2	0	2	1.24	8.46	7.22
ENSG00000119946	CNNM1	2	0	2	1.71	5.03	3.32
ENSG00000148730	EIF4EBP2	2	0	2	20.09	28.61	8.52
ENSG00000156574	NODAL	2	0	2	0.09	0.33	0.24
ENSG00000119906	SLF2	2	0	2	2.19	4.31	2.12
ENSG00000165733	BMS1	2	0	2	5.51	11.53	6.02
ENSG00000165322	ARHGAP12	2	0	2	3.63	4.28	0.65
ENSG00000170312	CDK1	2	0	2	104.6	126.92	22.32
ENSG00000156398	SFXN2	2	0	2	13.46	28.16	14.7
ENSG00000224023	EDRF1-DT	2	0	2	1.72	3.03	1.31
ENSG00000107679	PLEKHA1	2	0	2	5.93	7.68	1.75
ENSG00000230555	AL450326.1	2	0	2	0.62	1.63	1.01
ENSG00000072422	RHOBTB1	2	0	2	0.53	0.63	0.1
ENSG00000120008	WDR11	2	0	2	17.5	21.03	3.53
ENSG00000182180	MRPS16	2	0	2	62.59	67.66	5.06999999999999
ENSG00000227165	WDR11-AS1	2	0	2	0.19	0.3	0.11
ENSG00000156042	CFAP70	2	0	2	0.73	2.36	1.63
ENSG00000165985	C1QL3	2	0	2	0.04	0.15	0.11
ENSG00000122958	VPS26A	2	0	2	16.59	16.69	0.100000000000001
ENSG00000198546	ZNF511	2	0	2	117.87	166.63	48.76
ENSG00000168283	BMI1	2	0	2	16.95	22.78	5.83
ENSG00000148444	COMMD3	2	0	2	12.35	19.63	7.28
ENSG00000107614	TRDMT1	2	0	2	1.29	3.04	1.75
ENSG00000165629	ATP5F1C	2	0	2	257.3	277.82	20.52
ENSG00000122376	SHLD2	2	0	2	5.68	10.81	5.13
ENSG00000261456	TUBB8	2	0	2	0.25	0.35	0.1
ENSG00000108179	PPIF	2	0	2	67.14	130.56	63.42
ENSG00000136758	YME1L1	2	0	2	25.77	28.55	2.78
ENSG00000225484	NUTM2B-AS1	2	0	2	11.69	14.34	2.65
ENSG00000023041	ZDHHC6	2	0	2	7.51	13.75	6.24
ENSG00000108055	SMC3	2	0	2	14.74	24.56	9.82
ENSG00000227268	KLLN	2	0	2	0.08	0.49	0.41
ENSG00000133678	TMEM254	2	0	2	16.33	17.63	1.3
ENSG00000230091	TMEM254-AS1	2	0	2	1.7	3.37	1.67
ENSG00000177853	ZNF518A	2	0	2	2.55	3.84	1.29
ENSG00000226200	SGMS1-AS1	2	0	2	0.04	0.12	0.08
ENSG00000072401	UBE2D1	2	0	2	5.45	8.15	2.7
ENSG00000204147	ASAH2B	2	0	2	2.87	8.16	5.29
ENSG00000122359	ANXA11	2	0	2	80.85	97.88	17.03
ENSG00000138346	DNA2	2	0	2	7.16	8.96	1.8
ENSG00000148688	RPP30	2	0	2	30.11	30.36	0.25
ENSG00000107949	BCCIP	2	0	2	32.22	56.94	24.72
ENSG00000119927	GPAM	2	0	2	3.05	5.05	2
ENSG00000107625	DDX50	2	0	2	10.33	12.78	2.45
ENSG00000178440	TIMM23B-AGAP6	2	0	2	1.43	1.73	0.3
ENSG00000095794	CREM	2	0	2	8.04	8.12	0.0800000000000001
ENSG00000110514	MADD	2	0	2	14.72	16.56	1.84
ENSG00000166326	TRIM44	2	0	2	13.59	26.58	12.99
ENSG00000126500	FLRT1	2	0	2	0.07	0.13	0.06
ENSG00000251364	AC107884.1	2	0	2	0.09	0.49	0.4
ENSG00000285864	AP000593.4	2	0	2	0.89	3.38	2.49
ENSG00000129749	CHRNA10	2	0	2	0.06	1.03	0.97
ENSG00000233220	LINC00167	2	0	2	0.13	0.33	0.2
ENSG00000278615	C11orf98	2	0	2	85.2	120.32	35.12
ENSG00000162144	CYB561A3	2	0	2	19.41	30.52	11.11
ENSG00000149483	TMEM138	2	0	2	10.22	41.43	31.21
ENSG00000156599	ZDHHC5	2	0	2	41.12	43.18	2.06
ENSG00000110074	FOXRED1	2	0	2	22.94	36.7	13.76
ENSG00000149761	NUDT22	2	0	2	40.94	42.34	1.40000000000001
ENSG00000151498	ACAD8	2	0	2	10.35	12.43	2.08
ENSG00000255026	AC136475.3	2	0	2	0.15	0.94	0.79
ENSG00000251661	AC136475.1	2	0	2	0.74	1.83	1.09
ENSG00000168000	BSCL2	2	0	2	139.69	170.33	30.64
ENSG00000156689	GLYATL2	2	0	2	3.9	8.11	4.21
ENSG00000280832	GSEC	2	0	2	1.04	2.99	1.95
ENSG00000173486	FKBP2	2	0	2	47.13	49.85	2.72
ENSG00000109929	SC5D	2	0	2	34.29	39.39	5.1
ENSG00000069696	DRD4	2	0	2	1.32	1.74	0.42
ENSG00000177054	ZDHHC13	2	0	2	5.63	13.67	8.04
ENSG00000167325	RRM1	2	0	2	66.05	70.76	4.71000000000001
ENSG00000166801	FAM111A	2	0	2	15.91	31.6	15.69
ENSG00000166405	RIC3	2	0	2	2.17	4.26	2.09
ENSG00000154144	TBRG1	2	0	2	57	65.03	8.03
ENSG00000064199	SPA17	2	0	2	3.32	9.61	6.29
ENSG00000110013	SIAE	2	0	2	15.37	15.72	0.350000000000001
ENSG00000068976	PYGM	2	0	2	0.21	0.25	0.04
ENSG00000255308	CSRP3-AS1	2	0	2	0.19	0.38	0.19
ENSG00000196323	ZBTB44	2	0	2	11.51	12.74	1.23
ENSG00000186166	CCDC84	2	0	2	12.96	15.93	2.97
ENSG00000068971	PPP2R5B	2	0	2	4.89	6.81	1.92
ENSG00000154146	NRGN	2	0	2	10.9	11.62	0.719999999999999
ENSG00000245498	AP000866.1	2	0	2	0.28	0.39	0.11
ENSG00000110200	ANAPC15	2	0	2	35.69	44.93	9.24
ENSG00000167985	SDHAF2	2	0	2	11.72	12.6	0.879999999999999
ENSG00000171631	P2RY6	2	0	2	0.12	0.36	0.24
ENSG00000197345	MRPL21	2	0	2	65.06	70.68	5.62
ENSG00000109971	HSPA8	2	0	2	827.73	973.92	146.19
ENSG00000130413	STK33	2	0	2	8.17	10.35	2.18
ENSG00000166788	SAAL1	2	0	2	7.89	8.74	0.850000000000001
ENSG00000180425	C11orf71	2	0	2	12.4	20.74	8.34
ENSG00000255663	AP002373.1	2	0	2	1.79	4.8	3.01
ENSG00000066336	SPI1	2	0	2	0.14	0.4	0.26
ENSG00000120451	SNX19	2	0	2	20.75	31.49	10.74
ENSG00000188997	KCTD21	2	0	2	4.03	6.56	2.53
ENSG00000197702	PARVA	2	0	2	3.76	5.01	1.25
ENSG00000219435	CATSPERZ	2	0	2	1.37	1.38	0.00999999999999979
ENSG00000134909	ARHGAP32	2	0	2	5.06	9.03	3.97
ENSG00000110583	NAA40	2	0	2	2.37	6.39	4.02
ENSG00000166902	MRPL16	2	0	2	29.67	46.37	16.7
ENSG00000236287	ZBED5	2	0	2	12.08	16.97	4.89
ENSG00000110756	HPS5	2	0	2	3.47	7.09	3.62
ENSG00000175575	PAAF1	2	0	2	18.12	19.18	1.06
ENSG00000181924	COA4	2	0	2	66.08	92.84	26.76
ENSG00000166341	DCHS1	2	0	2	0.54	2.26	1.72
ENSG00000148935	GAS2	2	0	2	0.15	0.52	0.37
ENSG00000110768	GTF2H1	2	0	2	10.02	15.34	5.32
ENSG00000255517	AP002748.4	2	0	2	8.56	11.16	2.6
ENSG00000256349	AP002748.5	2	0	2	0.47	0.95	0.48
ENSG00000174483	BBS1	2	0	2	8.11	10.37	2.26
ENSG00000148950	IMMP1L	2	0	2	10.31	20.89	10.58
ENSG00000149798	CDC42EP2	2	0	2	1.98	3.69	1.71
ENSG00000132256	TRIM5	2	0	2	5.23	12.24	7.01
ENSG00000110108	TMEM109	2	0	2	83.66	133.18	49.52
ENSG00000176148	TCP11L1	2	0	2	4.23	5.48	1.25
ENSG00000077616	NAALAD2	2	0	2	0.2	0.34	0.14
ENSG00000213402	PTPRCAP	2	0	2	0.51	1.71	1.2
ENSG00000175220	ARHGAP1	2	0	2	35.87	43.68	7.81
ENSG00000175536	LIPT2	2	0	2	1.07	4.99	3.92
ENSG00000186104	CYP2R1	2	0	2	4.64	11.37	6.73
ENSG00000254860	TMEM9B-AS1	2	0	2	0.87	2.7	1.83
ENSG00000110218	PANX1	2	0	2	2.55	5.94	3.39
ENSG00000170962	PDGFD	2	0	2	0.02	0.07	0.05
ENSG00000110172	CHORDC1	2	0	2	19.78	29.15	9.37
ENSG00000086848	ALG9	2	0	2	19.8	25.11	5.31
ENSG00000165490	DDIAS	2	0	2	9.1	12.82	3.72
ENSG00000150433	TMEM218	2	0	2	7.42	14.52	7.1
ENSG00000263465	SRSF8	2	0	2	43.72	47.22	3.5
ENSG00000149554	CHEK1	2	0	2	16.75	18.95	2.2
ENSG00000231793	DOC2GP	2	0	2	0.11	1.42	1.31
ENSG00000137500	CCDC90B	2	0	2	19.98	26.09	6.11
ENSG00000150768	DLAT	2	0	2	38.37	62.82	24.45
ENSG00000149582	TMEM25	2	0	2	16.3	19.58	3.28
ENSG00000121691	CAT	2	0	2	54.82	57.22	2.4
ENSG00000135374	ELF5	2	0	2	3.36	10.9	7.54
ENSG00000149089	APIP	2	0	2	7.34	13.96	6.62
ENSG00000151131	C12orf45	2	0	2	10.05	11.21	1.16
ENSG00000136051	WASHC4	2	0	2	3.42	8.62	5.2
ENSG00000136052	SLC41A2	2	0	2	1.22	2.16	0.94
ENSG00000185480	PARPBP	2	0	2	3.97	11.7	7.73
ENSG00000246627	CACNA1C-AS1	2	0	2	0.17	0.51	0.34
ENSG00000004478	FKBP4	2	0	2	89.27	145.84	56.57
ENSG00000111667	USP5	2	0	2	30.97	49.1	18.13
ENSG00000111671	SPSB2	2	0	2	3.59	4.66	1.07
ENSG00000134294	SLC38A2	2	0	2	86.37	91.79	5.42
ENSG00000161835	GRASP	2	0	2	0.14	1.21	1.07
ENSG00000257542	OR7E47P	2	0	2	0.5	2.6	2.1
ENSG00000177981	ASB8	2	0	2	10.68	10.98	0.300000000000001
ENSG00000182796	TMEM198B	2	0	2	10.34	27.81	17.47
ENSG00000257390	AC023055.1	2	0	2	0.22	0.8	0.58
ENSG00000135414	GDF11	2	0	2	14.79	18.37	3.58
ENSG00000087502	ERGIC2	2	0	2	55.46	80.61	25.15
ENSG00000136045	PWP1	2	0	2	13.68	17.62	3.94
ENSG00000205352	PRR13	2	0	2	148.76	150.62	1.86000000000001
ENSG00000166111	SVOP	2	0	2	0.01	0.07	0.06
ENSG00000076248	UNG	2	0	2	17.56	34.35	16.79
ENSG00000134285	FKBP11	2	0	2	24.78	42.02	17.24
ENSG00000139537	CCDC65	2	0	2	0.34	0.65	0.31
ENSG00000270175	AC023509.3	2	0	2	0.48	3.32	2.84
ENSG00000110906	KCTD10	2	0	2	14.66	14.78	0.119999999999999
ENSG00000110900	TSPAN11	2	0	2	0.09	0.59	0.5
ENSG00000185664	PMEL	2	0	2	1.82	2.81	0.99
ENSG00000111652	COPS7A	2	0	2	36.39	41.92	5.53
ENSG00000198001	IRAK4	2	0	2	3.03	5.45	2.42
ENSG00000184445	KNTC1	2	0	2	20	36.04	16.04
ENSG00000250654	AC023794.4	2	0	2	0.17	0.23	0.06
ENSG00000257411	AC034102.2	2	0	2	23.28	36.16	12.88
ENSG00000123416	TUBA1B	2	0	2	662.24	993.93	331.69
ENSG00000170515	PA2G4	2	0	2	123.91	208.89	84.98
ENSG00000257553	AC034102.4	2	0	2	1.29	5.74	4.45
ENSG00000278993	AC002350.2	2	0	2	0.39	0.8	0.41
ENSG00000135482	ZC3H10	2	0	2	1.5	3.32	1.82
ENSG00000111196	MAGOHB	2	0	2	11.9	24.26	12.36
ENSG00000139697	SBNO1	2	0	2	10.59	11.18	0.59
ENSG00000150977	RILPL2	2	0	2	0.98	1.69	0.71
ENSG00000134297	PLEKHA8P1	2	0	2	0.2	1.37	1.17
ENSG00000247373	TMED2-DT	2	0	2	0.45	0.5	0.05
ENSG00000198324	PHETA1	2	0	2	2.39	4.32	1.93
ENSG00000275778	AC018630.2	2	0	2	2.26	6.12	3.86
ENSG00000231887	PRH1	2	0	2	0.01	1.14	1.13
ENSG00000151743	AMN1	2	0	2	3.19	4.7	1.51
ENSG00000139218	SCAF11	2	0	2	29.96	54.23	24.27
ENSG00000127720	METTL25	2	0	2	0.87	1.55	0.68
ENSG00000166532	RIMKLB	2	0	2	4.49	8.05	3.56
ENSG00000110811	P3H3	2	0	2	0.26	0.28	0.02
ENSG00000070018	LRP6	2	0	2	9.98	11.31	1.33
ENSG00000127329	PTPRB	2	0	2	0.29	0.31	0.02
ENSG00000139645	ANKRD52	2	0	2	9.98	15.45	5.47
ENSG00000139323	POC1B	2	0	2	8.89	9.45	0.559999999999999
ENSG00000070961	ATP2B1	2	0	2	9.81	13.05	3.24
ENSG00000111269	CREBL2	2	0	2	13.11	16.39	3.28
ENSG00000186666	BCDIN3D	2	0	2	0.52	3.65	3.13
ENSG00000183935	HTR7P1	2	0	2	0.14	0.94	0.8
ENSG00000133858	ZFC3H1	2	0	2	3.03	6.51	3.48
ENSG00000139291	TMEM19	2	0	2	0.92	6.04	5.12
ENSG00000197837	HIST4H4	2	0	2	0.24	1.14	0.9
ENSG00000176422	SPRYD4	2	0	2	3.43	4.77	1.34
ENSG00000078237	TIGAR	2	0	2	2.44	4.17	1.73
ENSG00000087470	DNM1L	2	0	2	28.14	34.31	6.17
ENSG00000177889	UBE2N	2	0	2	63.42	98.87	35.45
ENSG00000086159	AQP6	2	0	2	0.15	0.32	0.17
ENSG00000198015	MRPL42	2	0	2	53.44	55.07	1.63
ENSG00000076067	RBMS2	2	0	2	4.37	7.43	3.06
ENSG00000057294	PKP2	2	0	2	3.25	3.97	0.72
ENSG00000139269	INHBE	2	0	2	0.3	0.67	0.37
ENSG00000089060	SLC8B1	2	0	2	2.71	5.71	3
ENSG00000139410	SDSL	2	0	2	3.93	5.85	1.92
ENSG00000198393	ZNF26	2	0	2	1.6	1.96	0.36
ENSG00000120798	NR2C1	2	0	2	8.59	12.7	4.11
ENSG00000139289	PHLDA1	2	0	2	0.32	4.58	4.26
ENSG00000111142	METAP2	2	0	2	25.3	31.44	6.14
ENSG00000198056	PRIM1	2	0	2	29.28	35.32	6.04
ENSG00000135454	B4GALNT1	2	0	2	10.11	12.21	2.1
ENSG00000240771	ARHGEF25	2	0	2	1.22	3.35	2.13
ENSG00000111707	SUDS3	2	0	2	9.27	13.13	3.86
ENSG00000188596	CFAP54	2	0	2	0.06	0.11	0.05
ENSG00000135446	CDK4	2	0	2	117.3	132.13	14.83
ENSG00000123297	TSFM	2	0	2	14.49	21.05	6.56
ENSG00000150048	CLEC1A	2	0	2	0.08	0.16	0.08
ENSG00000155974	GRIP1	2	0	2	2.24	2.27	0.0299999999999998
ENSG00000248008	NRAV	2	0	2	2.41	5.45	3.04
ENSG00000256894	AC022509.3	2	0	2	1.64	3.49	1.85
ENSG00000123095	BHLHE41	2	0	2	1.62	8.7	7.08
ENSG00000166896	ATP23	2	0	2	6.89	8.32	1.43
ENSG00000139263	LRIG3	2	0	2	2.73	4.25	1.52
ENSG00000111647	UHRF1BP1L	2	0	2	11.78	12.25	0.470000000000001
ENSG00000276045	ORAI1	2	0	2	17.4	25.51	8.11
ENSG00000139714	MORN3	2	0	2	0.76	1.16	0.4
ENSG00000284934	AC048338.2	2	0	2	0.18	0.59	0.41
ENSG00000247363	AC090061.1	2	0	2	0.17	0.69	0.52
ENSG00000175782	SLC35E3	2	0	2	1.73	3.44	1.71
ENSG00000111731	C2CD5	2	0	2	8.18	15	6.82
ENSG00000273784	AL137058.2	2	0	2	0.34	1.29	0.95
ENSG00000250299	MRPS31P4	2	0	2	0.49	1.9	1.41
ENSG00000136108	CKAP2	2	0	2	44.23	46.85	2.62
ENSG00000132963	POMP	2	0	2	78.29	90.4	12.11
ENSG00000173141	MRPL57	2	0	2	74.13	80.43	6.30000000000001
ENSG00000151773	CCDC122	2	0	2	1.34	5.2	3.86
ENSG00000229558	SACS-AS1	2	0	2	0.24	0.25	0.01
ENSG00000126231	PROZ	2	0	2	0.18	0.31	0.13
ENSG00000120688	WBP4	2	0	2	2.12	5.23	3.11
ENSG00000125266	EFNB2	2	0	2	0.61	2.82	2.21
ENSG00000278390	AL354696.2	2	0	2	0.16	0.71	0.55
ENSG00000139618	BRCA2	2	0	2	11.1	34.98	23.88
ENSG00000172766	NAA16	2	0	2	4.89	10.27	5.38
ENSG00000139597	N4BP2L1	2	0	2	0.05	0.1	0.05
ENSG00000150510	FAM124A	2	0	2	0.63	1.45	0.82
ENSG00000130177	CDC16	2	0	2	10.77	16.37	5.6
ENSG00000134874	DZIP1	2	0	2	1.56	3.38	1.82
ENSG00000139737	SLAIN1	2	0	2	10.74	15.72	4.98
ENSG00000152192	POU4F1	2	0	2	0.12	0.46	0.34
ENSG00000139746	RBM26	2	0	2	8.54	10.78	2.24
ENSG00000125249	RAP2A	2	0	2	2.33	3.59	1.26
ENSG00000125247	TMTC4	2	0	2	6.27	11.15	4.88
ENSG00000236581	STARD13-AS	2	0	2	0.22	0.47	0.25
ENSG00000136158	SPRY2	2	0	2	0.47	0.78	0.31
ENSG00000088448	ANKRD10	2	0	2	23.45	30.46	7.01
ENSG00000274270	AL137060.3	2	0	2	0.27	0.45	0.18
ENSG00000136159	NUDT15	2	0	2	8.74	10.23	1.49
ENSG00000136111	TBC1D4	2	0	2	3.38	6.51	3.13
ENSG00000118939	UCHL3	2	0	2	26.42	34.79	8.37
ENSG00000152484	USP12	2	0	2	8.86	9.56	0.700000000000001
ENSG00000102531	FNDC3A	2	0	2	12.92	14.7	1.78
ENSG00000275294	LINC02340	2	0	2	0.64	1.51	0.87
ENSG00000122035	RASL11A	2	0	2	2.49	4.92	2.43
ENSG00000178695	KCTD12	2	0	2	0.01	0.32	0.31
ENSG00000005812	FBXL3	2	0	2	7.69	10.42	2.73
ENSG00000136147	PHF11	2	0	2	7.39	12.51	5.12
ENSG00000102710	SUPT20H	2	0	2	17.7	36.62	18.92
ENSG00000087299	L2HGDH	2	0	2	2.92	8.03	5.11
ENSG00000125375	DMAC2L	2	0	2	6.1	6.67	0.57
ENSG00000012963	UBR7	2	0	2	10.63	21.41	10.78
ENSG00000119684	MLH3	2	0	2	5.87	12.15	6.28
ENSG00000100697	DICER1	2	0	2	20.89	22.51	1.62
ENSG00000227051	C14orf132	2	0	2	2.89	2.99	0.1
ENSG00000258818	RNASE4	2	0	2	2.26	4.79	2.53
ENSG00000070367	EXOC5	2	0	2	24.68	29.39	4.71
ENSG00000053770	AP5M1	2	0	2	6.45	19.8	13.35
ENSG00000126790	L3HYPDH	2	0	2	6	16.87	10.87
ENSG00000258682	AL132989.1	2	0	2	0.33	0.34	0.01
ENSG00000100722	ZC3H14	2	0	2	35.2	50.68	15.48
ENSG00000129559	NEDD8	2	0	2	72.88	86.86	13.98
ENSG00000139910	NOVA1	2	0	2	8.2	14.45	6.25
ENSG00000254718	AL157756.1	2	0	2	0.17	0.34	0.17
ENSG00000100462	PRMT5	2	0	2	61.57	107.76	46.19
ENSG00000092140	G2E3	2	0	2	11.78	12.34	0.56
ENSG00000133937	GSC	2	0	2	1.3	2.57	1.27
ENSG00000251393	AC005280.1	2	0	2	0.17	0.71	0.54
ENSG00000129480	DTD2	2	0	2	2.11	5.55	3.44
ENSG00000022976	ZNF839	2	0	2	2.71	5.02	2.31
ENSG00000258957	AL359317.2	2	0	2	0.18	0.36	0.18
ENSG00000184227	ACOT1	2	0	2	1.43	2.47	1.04
ENSG00000258655	ARHGAP5-AS1	2	0	2	1.47	1.68	0.21
ENSG00000119636	BBOF1	2	0	2	0.95	2.23	1.28
ENSG00000119711	ALDH6A1	2	0	2	22.7	22.86	0.16
ENSG00000119689	DLST	2	0	2	49.53	56.24	6.71
ENSG00000258748	AL359399.1	2	0	2	0.42	0.65	0.23
ENSG00000165501	LRR1	2	0	2	6.97	13.99	7.02
ENSG00000165795	NDRG2	2	0	2	21.88	32.59	10.71
ENSG00000129515	SNX6	2	0	2	14.55	17.06	2.51
ENSG00000258561	AL359232.1	2	0	2	0.08	0.38	0.3
ENSG00000197930	ERO1A	2	0	2	27.78	32.78	5
ENSG00000165502	RPL36AL	2	0	2	168.36	176.3	7.94
ENSG00000165506	DNAAF2	2	0	2	2.04	5.16	3.12
ENSG00000187630	DHRS4L2	2	0	2	7.35	10.75	3.4
ENSG00000225766	DHRS4L1	2	0	2	0.42	0.99	0.57
ENSG00000089775	ZBTB25	2	0	2	6.65	8.79	2.14
ENSG00000258644	SYNJ2BP-COX16	2	0	2	9.48	17.54	8.06
ENSG00000165819	METTL3	2	0	2	16.05	23.31	7.26
ENSG00000006432	MAP3K9	2	0	2	2.28	2.74	0.46
ENSG00000100523	DDHD1	2	0	2	1.86	3.77	1.91
ENSG00000270964	AC016355.1	2	0	2	0.89	1.8	0.91
ENSG00000103932	RPAP1	2	0	2	10.75	17.26	6.51
ENSG00000276141	WHAMMP3	2	0	2	0.39	1.41	1.02
ENSG00000138629	UBL7	2	0	2	58.35	61.56	3.21
ENSG00000259642	ST20-AS1	2	0	2	0.59	0.72	0.13
ENSG00000128915	ICE2	2	0	2	13.49	39.94	26.45
ENSG00000247240	UBL7-AS1	2	0	2	3.95	4.65	0.7
ENSG00000169032	MAP2K1	2	0	2	32.38	34.99	2.61
ENSG00000169609	C15orf40	2	0	2	6.58	9.7	3.12
ENSG00000103723	AP3B2	2	0	2	0.5	0.64	0.14
ENSG00000166965	RCCD1	2	0	2	9.3	11.92	2.62
ENSG00000275835	TUBGCP5	2	0	2	4.9	12.48	7.58
ENSG00000140600	SH3GL3	2	0	2	0.55	1.01	0.46
ENSG00000188266	HYKK	2	0	2	11.98	12.36	0.379999999999999
ENSG00000137822	TUBGCP4	2	0	2	6.83	8.85	2.02
ENSG00000092439	TRPM7	2	0	2	4.91	8.96	4.05
ENSG00000176700	SCAND2P	2	0	2	1.72	3.29	1.57
ENSG00000104164	BLOC1S6	2	0	2	15.76	24.8	9.04
ENSG00000197361	FBXL22	2	0	2	0.86	1.93	1.07
ENSG00000140488	CELF6	2	0	2	0.06	0.11	0.05
ENSG00000275454	AC105020.6	2	0	2	0.14	0.76	0.62
ENSG00000086666	ZFAND6	2	0	2	34.7	36.64	1.94
ENSG00000248334	WHAMMP2	2	0	2	0.24	0.43	0.19
ENSG00000261652	C15orf65	2	0	2	3.22	9.05	5.83
ENSG00000259536	AC091045.1	2	0	2	0.19	0.86	0.67
ENSG00000285667	AC012291.3	2	0	2	0.26	0.59	0.33
ENSG00000117899	MESD	2	0	2	9.47	16.17	6.7
ENSG00000140543	DET1	2	0	2	1.4	1.73	0.33
ENSG00000181991	MRPS11	2	0	2	61.43	79.86	18.43
ENSG00000284906	ARHGAP11B	2	0	2	1.55	2.12	0.57
ENSG00000285077	AC091057.6	2	0	2	1.81	2.53	0.72
ENSG00000067221	STOML1	2	0	2	1.74	3.58	1.84
ENSG00000259523	AC022613.2	2	0	2	0.75	2.61	1.86
ENSG00000073417	PDE8A	2	0	2	3.36	11.49	8.13
ENSG00000128886	ELL3	2	0	2	15.11	22.37	7.26
ENSG00000198690	FAN1	2	0	2	6.76	9.79	3.03
ENSG00000140511	HAPLN3	2	0	2	0.17	0.38	0.21
ENSG00000185634	SHC4	2	0	2	0.02	0.24	0.22
ENSG00000245849	RAD51-AS1	2	0	2	2.07	4.49	2.42
ENSG00000259442	AC105339.3	2	0	2	0.08	0.09	0.01
ENSG00000250988	SNHG21	2	0	2	1.68	3.57	1.89
ENSG00000137806	NDUFAF1	2	0	2	3.38	7.92	4.54
ENSG00000197299	BLM	2	0	2	1.87	7.21	5.34
ENSG00000166262	FAM227B	2	0	2	2.04	4.3	2.26
ENSG00000140280	LYSMD2	2	0	2	4.12	8.21	4.09
ENSG00000179523	EIF3J-DT	2	0	2	8.11	12.76	4.65
ENSG00000140521	POLG	2	0	2	18.51	20.29	1.78
ENSG00000140199	SLC12A6	2	0	2	3.45	4.71	1.26
ENSG00000260898	ADPGK-AS1	2	0	2	0.08	0.15	0.07
ENSG00000140459	CYP11A1	2	0	2	0.2	1.56	1.36
ENSG00000166803	PCLAF	2	0	2	15.63	22.45	6.82
ENSG00000178718	RPP25	2	0	2	0.44	2.35	1.91
ENSG00000137801	THBS1	2	0	2	5.95	23.55	17.6
ENSG00000140450	ARRDC4	2	0	2	0.24	3.29	3.05
ENSG00000140284	SLC27A2	2	0	2	6.6	11.42	4.82
ENSG00000261684	AC018362.1	2	0	2	3.91	3.95	0.04
ENSG00000259635	AC100830.1	2	0	2	0.06	0.29	0.23
ENSG00000259479	SORD2P	2	0	2	94.24	171.65	77.41
ENSG00000151575	TEX9	2	0	2	1.19	3.29	2.1
ENSG00000131876	SNRPA1	2	0	2	40.97	53.21	12.24
ENSG00000166819	PLIN1	2	0	2	0.15	0.45	0.3
ENSG00000166821	PEX11A	2	0	2	1.41	2.8	1.39
ENSG00000140307	GTF2A2	2	0	2	66.92	89.65	22.73
ENSG00000156853	ZNF689	2	0	2	4.49	7.26	2.77
ENSG00000229809	ZNF688	2	0	2	5.44	7.47	2.03
ENSG00000169955	ZNF747	2	0	2	2.35	4.83	2.48
ENSG00000276791	AC092117.1	2	0	2	0.78	2.46	1.68
ENSG00000005844	ITGAL	2	0	2	0.4	1.16	0.76
ENSG00000281005	LINC00921	2	0	2	0.46	0.52	0.06
ENSG00000103351	CLUAP1	2	0	2	8.71	10.69	1.98
ENSG00000263105	AC009171.2	2	0	2	0.32	2.65	2.33
ENSG00000161980	POLR3K	2	0	2	12.89	15.76	2.87
ENSG00000167968	DNASE1L2	2	0	2	0.68	1.43	0.75
ENSG00000262152	LINC00514	2	0	2	0.13	0.22	0.09
ENSG00000131652	THOC6	2	0	2	7.54	9.77	2.23
ENSG00000234719	NPIPB2	2	0	2	0.8	2.36	1.56
ENSG00000205250	E2F4	2	0	2	34.38	40.77	6.39
ENSG00000103174	NAGPA	2	0	2	4.08	4.95	0.87
