ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0000790	nuclear chromatin	146/6611	309/18678	1.03370696769343e-05	0.000181024781171679	0.000132696658240492	NACC2/TAF4/SMARCA4/EP400/NCOR1/TRRAP/BICRAL/GATAD2A/SMARCC1/CHD5/NFATC2/GATA3/UHRF1/SS18L1/RB1/ARID1B/BPTF/APTX/RBMX/CHD3/NCOA1/RUNX2/NASP/MAX/SMAD3/MSH6/SMARCA2/AR/DNMT3A/MBD3/DPF1/DHX9/DPF3/BAZ1A/TIPIN/SLX4/INO80E/TCF4/RUVBL2/PLCB1/CHAF1B/EHMT2/HIRA/RBBP4/MUC1/NCAPD3/CBX5/NUFIP1/SUZ12/HAT1/TNKS1BP1/TCF7L2/RARG/HDAC1/STAT6/DFFB/UCHL5/RNF2/EED/CPSF6/INO80/RAD51/XRCC1/TTC21B/RIF1/ACTL6A/HIST1H4H/HDAC2/CCAR2/MYC/ASH2L/RUVBL1/TRIM24/LDB1/TRPS1/USF1/H3F3A/DFFA/SPI1/SUDS3/HIST4H4/POU4F1/E2F4/KAT2A/MBD2/CHAF1A/STAT1/E2F1/GABPA/CENPC/H2AFZ/SMARCA5/TCF7/BEND3/ASF1A/TCP1/HIST1H3E/RBBP7/MEN1/CHD4/CBX7/FOXC1/KLF1/KDM1A/TRNP1/TARDBP/H2AFY2/NFRKB/MTA2/SMARCC2/SMARCD1/RAD51AP1/TIMELESS/DDX11/MCRS1/MPHOSPH8/IPO4/SMARCE1/EME1/INO80C/SS18/TRIM28/ASF1B/COPS9/ACTR5/NRIP1/SMARCB1/CTNNB1/EOMES/H2AFY/POLR3G/RING1/HIST1H3H/HIST1H4J/HIST1H3A/PHF10/HIST1H1E/HIST1H4E/CITED2/HIST1H4I/ING3/CBX3/EZH2/CHRAC1/ESCO2/HNRNPK	146
CC	GO:0042555	MCM complex	11/6611	11/18678	1.08634736367367e-05	0.000185713668361357	0.000136133754846325	TONSL/MCMBP/MCM9/MCM8/MCM5/MCM6/MMS22L/MCM3/MCM4/MCM2/MCM7	11
CC	GO:0072686	mitotic spindle	55/6611	97/18678	1.42846994649765e-05	0.000238521260833793	0.00017484332270473	MAD1L1/TBL1XR1/STAG1/NCOR1/TACC3/CTTN/DYNLL1/NUP62/MAPK1/CLTC/YEATS2/DIAPH1/EML1/CLASP2/RANGAP1/KNSTRN/KIF11/CEP295/RMDN2/AAAS/ASPM/KIF20B/ECT2/TBCK/TBL1X/CAPG/PKP4/KLHL22/HNRNPU/TPR/CDK1/SMC3/BCCIP/KAT2A/FAM161A/MAPRE1/RAE1/IQCB1/CENPE/MAK/ATAT1/MAP11/SPOUT1/NIN/MAPKBP1/CCSAP/CDC7/KATNBL1/SPAG5/TADA3/MAD2L1/MAP9/PKD2/HDAC3/SMC1A	55
CC	GO:0035861	site of double-strand break	33/6611	51/18678	1.89492016153012e-05	0.000309216517267869	0.000226665091092119	SAMHD1/SHLD1/PARP1/RNF168/TP53BP1/RFWD3/SMC5/PRPF19/RAD51/RIF1/SMCHD1/ARPC5/SLF2/SHLD2/WRAP53/ARPC2/SMC6/SETMAR/SMARCAD1/RNF8/NBN/VCP/RPA2/H2AFX/KDM4D/TIMELESS/ACTR2/SMARCAL1/PARP3/RAD18/SLF1/RAD50/ESCO2	33
CC	GO:0005779	integral component of peroxisomal membrane	14/6611	16/18678	2.58924300095786e-05	0.000404147059714727	0.000296252059606163	PEX10/PEX26/SLC25A17/ABCD1/FAR1/PEX11G/FIS1/FAR2/SLC27A2/PEX11A/PEX11B/PEX12/PEX3/PEX2	14
CC	GO:0031231	intrinsic component of peroxisomal membrane	14/6611	16/18678	2.58924300095786e-05	0.000404147059714727	0.000296252059606163	PEX10/PEX26/SLC25A17/ABCD1/FAR1/PEX11G/FIS1/FAR2/SLC27A2/PEX11A/PEX11B/PEX12/PEX3/PEX2	14
CC	GO:1905369	endopeptidase complex	38/6611	62/18678	2.82969650217409e-05	0.00043228129543851	0.000316875308194187	PSME4/ECPAS/UBR1/PSMA1/UBE3C/PSMA6/WFS1/USP14/PSMC2/PSMA5/UCHL5/IDE/PSMA3/UBE3A/PSMD12/PSME3/PSMD4/PAAF1/PSMD11/PSMD1/PSMD14/PSMD5/VCP/PSMB2/PSMB7/UBQLN4/PSMC3/PSMC6/PSMA4/PSMC5/PSMD3/PSMC4/HTRA2/PSMA7/PSMD2/PSMD6/PSMB8/PSMB1	38
CC	GO:0000792	heterochromatin	44/6611	75/18678	3.23101740011295e-05	0.000483306352766895	0.000354278223696595	CHD5/DNMT1/UHRF1/DNMT3A/MBD3/HELLS/RRP1B/BAZ1B/LRWD1/NCAPD3/CBX5/SUZ12/TNKS1BP1/HDAC1/RNF2/EED/INCENP/SALL4/WDR76/MBD2/ORC2/CBX6/TASOR/CENPC/H2AFZ/SMARCAD1/BEND3/TCP1/SUV39H1/FOXC1/KDM4D/MPHOSPH8/EME1/TRIM28/MORC2/TOP2B/H2AFY/RING1/HIST1H1E/CBX3/ESCO2/RNF20/UBE2A/UBA1	44
CC	GO:0030496	midbody	86/6611	171/18678	4.25076311886637e-05	0.000622866922315522	0.000456580356484036	PIK3CB/DNM2/MICAL3/VPS37B/RAB11FIP3/TEX14/TTC28/BIRC6/TACC1/NUP62/SEPTIN2/NTNG2/TRIOBP/LZTS2/APC2/MYH10/CENPF/CRMP1/KIF13A/PRC1/EXOC3/EXOC2/GNAI1/EXOC6/PKN2/SCCPDH/RDX/ERH/MTCL1/ANKRD54/TTC19/KEAP1/CHMP4B/KIF3B/ASPM/KIF20B/INCENP/PIK3C3/SPAST/ECT2/TBCK/CEP44/C6orf89/ENTR1/SLC2A1/CAPG/PKP4/HNRNPU/KIF14/CDK1/ANXA11/RAP2A/EXOC5/LYRM1/RAB8A/CENPC/CENPE/MAK/RNF8/ALKBH4/MAP11/SEPTIN7/KLHL9/SEPTIN6/USP8/URB2/GNAI3/CEP55/CEP126/RAN/DDX11/HSP90B1/CHAMP1/SPART/CHMP4A/ARL2BP/BIRC5/SPAG5/VPS4B/PDXP/LAP3/EXOC1/CCDC69/DTNBP1/CNTRL/KIF4A	86
CC	GO:0000502	proteasome complex	37/6611	61/18678	4.97173620139885e-05	0.000713941318520875	0.000523340652778827	PSME4/ECPAS/UBR1/PSMA1/UBE3C/PSMA6/WFS1/USP14/PSMC2/PSMA5/UCHL5/IDE/PSMA3/UBE3A/PSMD12/PSME3/PSMD4/PAAF1/PSMD11/PSMD1/PSMD14/PSMD5/VCP/PSMB2/PSMB7/UBQLN4/PSMC3/PSMC6/PSMA4/PSMC5/PSMD3/PSMC4/PSMA7/PSMD2/PSMD6/PSMB8/PSMB1	37
CC	GO:0097546	ciliary base	21/6611	29/18678	5.36316754681701e-05	0.000755049862473454	0.000553474463035811	PRKAR1B/PRKACB/NPHP4/WDR60/GLI2/ARMC4/NEK8/MOK/PRKAR1A/PRKAR2A/GLI3/GLI1/ICK/TRAF3IP1/RAB8A/IFT122/FAM92A/TCTEX1D2/CEP126/IFT20/C8orf37	21
CC	GO:0030894	replisome	16/6611	20/18678	5.79391130960688e-05	0.000800005446211103	0.000586428270203125	TONSL/POLD3/PCNA/CDC5L/POLA1/PRPF19/ERCC5/DONSON/RPA1/MCM3/PURA/BCAS2/RPA2/SMARCAL1/PURB/XPA	16
CC	GO:0031304	intrinsic component of mitochondrial inner membrane	25/6611	37/18678	6.74218622118484e-05	0.0008964610568168	0.000657133159959537	SPG7/APOO/CHCHD3/MICOS10/COX18/MCUB/PISD/MCUR1/DNAJC11/UQCC3/AFG3L2/SFXN1/MCU/PPOX/L2HGDH/SCO1/ETFDH/AGK/MICOS13/TIMM17A/TIMM23/COX11/COA3/TMEM177/COQ2	25
CC	GO:0031305	integral component of mitochondrial inner membrane	25/6611	37/18678	6.74218622118484e-05	0.0008964610568168	0.000657133159959537	SPG7/APOO/CHCHD3/MICOS10/COX18/MCUB/PISD/MCUR1/DNAJC11/UQCC3/AFG3L2/SFXN1/MCU/PPOX/L2HGDH/SCO1/ETFDH/AGK/MICOS13/TIMM17A/TIMM23/COX11/COA3/TMEM177/COQ2	25
CC	GO:0005905	clathrin-coated pit	39/6611	66/18678	7.16612162181531e-05	0.00093550460444789	0.000685753265245484	AP2A2/DNM2/MYO6/ITSN1/EPS15L1/HIP1/CTTN/TBC1D5/AAK1/CLTC/AP1S3/PICALM/TFRC/LRP3/HSPD1/EPN3/RAB35/CEMIP/CLTCL1/SH3BP4/SORT1/EPS15/INPP5F/NECAP1/AMN/FCHO1/FCHO2/REPS1/ARRB1/SPHK1/DAB2/KIAA1107/DNM1L/ATAT1/AP2M1/CLTB/LRP12/OCRL/AP1S2	39
CC	GO:0000922	spindle pole	77/6611	152/18678	7.66186298440884e-05	0.000982360289786705	0.000720099904549703	MAD1L1/STAG1/FRY/TUBGCP2/TTC28/WDR60/TACC3/BIRC6/NUP62/WDR62/TUBGCP6/CENPF/CSPP1/NEK6/EML1/TUBGCP3/PRC1/FBF1/CEP95/TBCCD1/KNSTRN/KIF11/MTCL1/CCDC155/RMDN2/RMDN1/PLEKHG6/CKAP5/AAAS/ASPM/CEP104/KIF20B/WDR73/CDC6/CEP44/UBXN2B/RMDN3/PKP4/KLHL22/HNRNPU/NEK7/SMC3/BCCIP/POC1B/KNTC1/CKAP2/TUBGCP5/TUBGCP4/DNAAF1/KATNAL2/ALMS1/CALM2/FAM161A/RAE1/DYNC1LI1/TOPBP1/SPOUT1/NEDD9/NIN/MAPKBP1/TCTEX1D2/ZW10/DDX11/KATNAL1/CALM1/KATNBL1/TUBG1/SPAG5/VPS4B/HAUS1/CEP19/CTNNB1/SGO1/MAD2L1/SPDL1/SMC1A/BRCC3	77
CC	GO:0031252	cell leading edge	172/6611	384/18678	7.80252069096111e-05	0.000982843834405277	0.000720454357429466	PIP5K1C/SPATA13/CLIP1/SCRIB/DNM2/CNTNAP2/WWC1/MYO6/MYO1C/SYNE2/HIP1R/UNC5A/CDC42BPG/KCNC3/ABCA7/ARHGEF4/ITSN1/LIMA1/TIAM1/GPER1/ARHGAP45/DGKZ/DST/MACF1/PDE4A/PRKCI/TIAM2/PLEKHG5/PLXND1/ABLIM1/CTTN/ADGRV1/ABL1/PTPRM/LCP1/KSR1/AAK1/LIMK1/SLC1A2/CSPG4/ADORA2A/IQGAP2/APC2/MYH10/INSR/PSD/ACTN1/DIAPH1/PHACTR4/THEM4/EPS8/WASF3/NF2/CLASP2/ARHGEF26/DAG1/RUFY3/NHS/SLC39A14/INPP5E/KITLG/CARMIL2/EPB41L3/SORBS2/FSCN1/DOCK8/S100A11/PKN2/WLS/SHTN1/RDX/STX2/CORO1C/FAT1/PDE9A/PTK6/COBL/DPP4/CARMIL1/CDC42BPA/SCYL3/SLK/ITGB1/TIRAP/SNX1/ARPIN/SH3YL1/SPTBN1/PSD4/PARVB/APPL1/FAM107A/RASA1/DUSP22/SH2B2/PPP1R9A/MTMR9/ATP7A/HDAC6/EPS8L2/KANK1/LDB1/CAPG/VIL1/APPL2/DUOX1/CORO1A/SH3RF1/DPYSL3/SNX9/PODXL/OPRD1/ARPC5/PLEKHA1/PARVA/C2CD5/ATP2B1/SPRY2/TRPM7/STX4/NME1/MPP2/TRPV1/SLC39A6/KPTN/FAP/ARPC2/ANTXR1/FERMT1/PTPN13/KLHL2/CD2AP/DBNL/VAMP7/CDKL5/MYLK/NEDD9/APC/PLEKHO1/TESC/AJUBA/ITGB1BP1/ITGAV/SSX2IP/IFIT5/RAPGEF3/MTMR6/TUBG1/FLOT2/CXCR4/ALS2/ACTR2/CCDC88A/RAB22A/PLCG1/PDXP/CTNNB1/PIK3CA/PKD2/WASF1/DYNLT1/CDK5/SGCE/ATP6V1B2/FGD3/TLN1/ABITRAM/DDX58/BSPRY/ARHGEF6/FGD1/MTM1	172
CC	GO:0044215	other organism	43/6611	75/18678	8.40084176074089e-05	0.00100530073070199	0.000736915943924639	NUP153/VPS37B/MVB12B/NUP62/POM121/KPNB1/NUP88/PI4KA/NUP210/NUP58/POM121C/NUP93/NUP107/NUP43/KPNA1/AAAS/XPO1/NDC1/NMT2/NUP37/KPNA3/NUP85/NUP205/NUP133/TPR/SCO1/SEH1L/RANBP2/RAE1/NUP155/NUP42/NUP188/NUP214/RAB29/RAN/UBB/NUP35/NUP50/TOP2B/NUP54/DYNLT1/AQP1/FMR1	43
CC	GO:0044216	other organism cell	43/6611	75/18678	8.40084176074089e-05	0.00100530073070199	0.000736915943924639	NUP153/VPS37B/MVB12B/NUP62/POM121/KPNB1/NUP88/PI4KA/NUP210/NUP58/POM121C/NUP93/NUP107/NUP43/KPNA1/AAAS/XPO1/NDC1/NMT2/NUP37/KPNA3/NUP85/NUP205/NUP133/TPR/SCO1/SEH1L/RANBP2/RAE1/NUP155/NUP42/NUP188/NUP214/RAB29/RAN/UBB/NUP35/NUP50/TOP2B/NUP54/DYNLT1/AQP1/FMR1	43
CC	GO:0044217	other organism part	43/6611	75/18678	8.40084176074089e-05	0.00100530073070199	0.000736915943924639	NUP153/VPS37B/MVB12B/NUP62/POM121/KPNB1/NUP88/PI4KA/NUP210/NUP58/POM121C/NUP93/NUP107/NUP43/KPNA1/AAAS/XPO1/NDC1/NMT2/NUP37/KPNA3/NUP85/NUP205/NUP133/TPR/SCO1/SEH1L/RANBP2/RAE1/NUP155/NUP42/NUP188/NUP214/RAB29/RAN/UBB/NUP35/NUP50/TOP2B/NUP54/DYNLT1/AQP1/FMR1	43
CC	GO:0010008	endosome membrane	203/6611	464/18678	0.000102530037668369	0.00120682896796539	0.000884642257708103	PIP5K1C/AP3D1/AP2A2/ABCA2/SPPL2B/ATP9A/STEAP2/TPCN2/VPS37B/SLC30A4/HGS/ABCA7/TMEM184A/MVB12B/HSD17B6/LDLRAD4/PMEPA1/VAC14/PLEKHB2/TBC1D5/OSBPL9/ANKFY1/TMEM175/SBF2/CLTC/TPCN1/WDR81/INSR/SLC38A9/PSD/RAB27A/CHMP6/ABHD17A/TFRC/SNX25/EGFR/ZFYVE9/MCOLN1/KIF13A/EPHA8/PDIA3/MREG/ABHD6/IRAK1/INPP5B/CPTP/RAB35/RAB31/CHMP3/RNF13/ATP13A2/WLS/CORO1C/EHD4/BECN1/CD320/CLCN3/RIPK1/GPNMB/BOK/VPS53/KIAA1324/SLC11A2/CHMP4B/IKBKE/RAB4A/SORT1/EPS15/SNX27/SLC29A3/INPP5F/TMEM9B/VPS29/TBK1/SLC48A1/TM9SF2/AMN/GNPNAT1/VPS33B/SNX1/SPPL2A/ATP6V0A1/LLGL1/SNF8/MARCH2/PLIN3/ABCB6/MYO1B/SLC30A3/SPAST/APPL1/CMTM6/TMEM165/ANTXR2/ZFYVE16/SNX14/TAB1/NDRG1/ARC/BACE1/APPL2/SCAMP5/SPHK1/ACAP1/STEAP3/SNX4/MARCH3/KIAA0319/SNX10/VPS45/VPS26A/ARHGAP32/ARHGAP1/SNX19/CYB561A3/PMEL/LRP6/IRAK4/RAP2A/AP5M1/SNX6/SH3GL3/STOML1/RAB8A/CLIP3/ANTXR1/SNX21/LZTR1/MARCH1/ANXA6/VPS52/HLA-F/SNX13/STEAP1/STARD3NL/SLC9A6/VAMP7/CLCN4/ATP6V0D1/PLA2G4B/HPS6/RAB15/PIKFYVE/AP5S1/DTX3L/ATP6V0B/YIPF1/MCOLN2/LEPROT/NCSTN/MARCH8/WASHC2C/ZFYVE27/RAB11FIP2/WASHC2A/EEA1/ATP6V0A2/VPS33A/NDFIP2/VPS36/AP1G2/GPR135/CHMP4A/GGA2/VPS35/UBB/GGA3/ABCA5/PLEKHM1/RMC1/VPS4B/RAB27B/ATG9A/GRB14/EHD3/RAB22A/KIF16B/GOLIM4/MYD88/DNAJC13/AP2M1/RAP2B/CHMP2B/SLC9B2/SCAMP1/FIG4/MAP3K7/STX7/DTNBP1/ATP6V0E2/NAPEPLD/TMEM106B/STEAP4/CHMP7/SNX16/ZDHHC2/TYRP1/RABEPK/OCRL/UBA1/MMGT1/WDR44/CLCN5	203
CC	GO:0000803	sex chromosome	21/6611	30/18678	0.000119058862771693	0.00137877844306573	0.00101068644118584	SMARCC1/DNMT3A/SUZ12/SMC5/RNF2/PCGF5/EED/SMCHD1/HNRNPU/H3F3A/SMC6/LRIF1/H2AFY2/BIRC2/H2AFX/CDK2/PLK4/H2AFY/RING1/ESCO2/UBE2A	21
CC	GO:0098798	mitochondrial protein complex	110/6611	233/18678	0.000125171008560555	0.00142655212930918	0.00104570600301216	SPG7/MCCC1/PRORP/PARK7/MCCC2/NDUFA11/APOO/NDUFS1/MRPS27/MRPL33/TIMM9/NDUFV2/CHCHD3/MICOS10/BCKDK/MRPL20/ATP5F1B/MRPS12/PNPT1/ATP5PF/MCUB/ATP5F1A/MRPS21/DNAJC11/SDHB/MTG1/SUPV3L1/UQCC3/AFG3L2/MRPL4/MPV17L2/NDUFA10/MTG2/MFN1/BCKDHB/MCU/MRPL45/NDUFS2/MRPL11/MRPL14/ATP5PB/ATP5F1C/MRPS16/DNA2/PPIF/MRPL21/DLAT/FOXRED1/MRPL16/MRPL42/MRPL57/POLG/NDUFAF1/MRPS11/MRPL28/NDUFB3/MRPS26/NDUFV3/TOMM70/VDAC1/MRPL36/MRPS36/AGK/MRPS17/MALSU1/MRPL13/MRPL15/NDUFB6/DMAC1/TOMM5/MICU2/MRPL27/MICOS13/MRPL47/MRPS2/PINK1/TIMM17A/MRPL24/CHCHD1/TIMM23/MRPL17/TIMM8B/TIMM10/MRPL51/MRPL46/NDUFB10/MRPS7/TIMM22/ATP5MC1/TIMM50/TOMM40/BCS1L/MRPL19/MRPL35/PDK1/MRPL30/MTX2/MRPS6/MRPL39/SAMM50/MRPL40/MRPL3/TRMT10C/MRPL18/MRPL32/NDUFA5/MRPS28/MRPL50/NDUFA8/HSD17B10	110
CC	GO:0034399	nuclear periphery	65/6611	126/18678	0.00013593879659607	0.00152506337431216	0.00111791773516505	RGS12/MAEA/STAG1/ATF7/TELO2/NUP153/LMNB1/DGKQ/LMNB2/KRT8/UHRF1/HNRNPM/CENPF/CASK/DNMT3A/SATB2/PSMA6/RUVBL2/DAG1/NUP93/SORBS1/NUP107/PSPC1/NUFIP1/HAT1/MAP2/PCNA/HNRNPA2B1/PAXIP1/NONO/POLA1/PRKCD/GFI1/CXXC1/NUP205/RUVBL1/OGG1/CHMP1A/HNRNPU/TPR/SFPQ/SMC3/BLM/NARF/FIGN/SMARCAD1/DDX39B/MYB/GHRHR/ARFGEF1/SUV39H1/MEN1/ERCC8/LRIF1/KIN/CFL2/CAD/PRPF40A/NUP35/GMCL1/MORC2/KIF4B/SRPK1/SMC1A/KIF4A	65
CC	GO:1905368	peptidase complex	41/6611	72/18678	0.000149810645489321	0.00165483143786665	0.00121304166388114	SPG7/PSME4/ECPAS/UBR1/PSMA1/UBE3C/PSMA6/WFS1/USP14/PSMC2/PSMA5/UCHL5/IDE/TAF6L/PSMA3/UBE3A/PSMD12/PSME3/AFG3L2/PSMD4/PAAF1/PSMD11/PSMD1/PSMD14/PSMD5/VCP/PSMB2/PSMB7/UBQLN4/PSMC3/PSMC6/PSMA4/PSMC5/PSMD3/PSMC4/HTRA2/PSMA7/PSMD2/PSMD6/PSMB8/PSMB1	41
CC	GO:0005681	spliceosomal complex	79/6611	160/18678	0.00018509526274027	0.00195528459628433	0.00143328294699042	SNRNP40/SF3B3/MTREX/HNRNPM/LSM4/PRPF6/DHX15/RBMX/HNRNPH1/SNRNP70/SNRPD1/TXNL4A/U2AF2/SUGP1/MFAP1/RBM8A/API5/CDC5L/LSM5/HNRNPA2B1/RALY/CTNNBL1/PRPF19/AQR/PPP1R8/DHX38/DDX5/SREK1/SYNCRIP/HNRNPU/RNPC3/PRPF38A/SF3A3/ADAR/HSPA8/WBP4/SNRPA1/EFTUD2/CWC25/PPIL3/HNRNPA3/TRA2B/DHX16/DDX39B/PRPF4B/PPIL1/LSM2/SNRNP48/PRPF4/SMU1/BCAS2/SNRPE/SF3B4/HNRNPR/TTF2/IVNS1ABP/RBM17/HNRNPH3/SNRNP35/ZCRB1/PDCD7/SNRNP25/SRSF1/SRSF2/ALYREF/EIF4A3/GPATCH1/GCFC2/CWC22/SNRPB2/CRNKL1/U2AF1/LSM6/FRG1/PPWD1/SF3B5/RBM28/HNRNPK/RBMX2	79
CC	GO:0005765	lysosomal membrane	154/6611	344/18678	0.000185180156751162	0.00195528459628433	0.00143328294699042	RPTOR/PNPLA7/AP3D1/GNA11/AP2A2/ABCA2/ATP11A/SPPL2B/CLCN7/LPCAT1/ABCB9/GAA/TPCN2/MYO6/SLC30A4/TRPM2/AP1B1/TECPR1/SCARB1/MFSD12/ATP6V1D/DNAJC5/RAB3D/NPRL3/ANKFY1/TMEM175/AHNAK/CLTC/AP1S3/OSTM1/TPCN1/WDR81/SLC38A9/CKAP4/MCOLN1/TMEM192/SZT2/MREG/ABHD6/GNAI1/TMEM63A/SPHK2/AP5B1/SLC12A4/RNF13/TMEM79/ATP13A2/NFAM1/CTNS/DPP4/KIAA1324/SLC11A2/WDR24/AP3B1/IGF2R/ABCD1/GLMP/SORT1/GBA/SLC29A3/TMEM9B/PRCP/SIDT2/SLC48A1/VPS33B/SPPL2A/ATP6V0A1/RAB37/AP1M1/MARCH2/SLC30A3/STK11IP/CMTM6/SLC49A4/TMEM165/MFSD8/SNX14/ENPP1/MIOS/GNAQ/GPR143/ARRB1/SYT7/SLC44A2/MTOR/ACPP/GNB4/DAB2/SLC30A2/PQLC2/WDR11/AP3M1/HSPA8/CYB561A3/AP5M1/CLN3/SEH1L/KXD1/KPTN/ATP8A1/MARCH1/ANXA6/HLA-F/HSP90AB1/STARD3NL/ATP6V1C1/SURF4/ATP11C/VAMP7/ATP6V0D1/SLC36A1/ACP2/HPS6/AP5S1/DTX3L/LNPEP/CPNE3/GNAI3/SNAPIN/NCSTN/BORCS7/MARCH8/ATP6V0A2/MARCH9/VPS33A/C12orf66/M6PR/CLN5/ABCD4/VPS35/ABCA5/PLEKHM1/RMC1/NAPG/BORCS8/RDH14/CTSA/DEPDC5/DNAJC13/AP2M1/NPRL2/ATP6V1A/GOPC/ABCC10/STX7/CCZ1B/CCZ1/TMEM106B/HGSNAT/ATP6V1B2/MAGT1/UBA1/AP1S2/CLCN5	154
CC	GO:0098852	lytic vacuole membrane	154/6611	344/18678	0.000185180156751162	0.00195528459628433	0.00143328294699042	RPTOR/PNPLA7/AP3D1/GNA11/AP2A2/ABCA2/ATP11A/SPPL2B/CLCN7/LPCAT1/ABCB9/GAA/TPCN2/MYO6/SLC30A4/TRPM2/AP1B1/TECPR1/SCARB1/MFSD12/ATP6V1D/DNAJC5/RAB3D/NPRL3/ANKFY1/TMEM175/AHNAK/CLTC/AP1S3/OSTM1/TPCN1/WDR81/SLC38A9/CKAP4/MCOLN1/TMEM192/SZT2/MREG/ABHD6/GNAI1/TMEM63A/SPHK2/AP5B1/SLC12A4/RNF13/TMEM79/ATP13A2/NFAM1/CTNS/DPP4/KIAA1324/SLC11A2/WDR24/AP3B1/IGF2R/ABCD1/GLMP/SORT1/GBA/SLC29A3/TMEM9B/PRCP/SIDT2/SLC48A1/VPS33B/SPPL2A/ATP6V0A1/RAB37/AP1M1/MARCH2/SLC30A3/STK11IP/CMTM6/SLC49A4/TMEM165/MFSD8/SNX14/ENPP1/MIOS/GNAQ/GPR143/ARRB1/SYT7/SLC44A2/MTOR/ACPP/GNB4/DAB2/SLC30A2/PQLC2/WDR11/AP3M1/HSPA8/CYB561A3/AP5M1/CLN3/SEH1L/KXD1/KPTN/ATP8A1/MARCH1/ANXA6/HLA-F/HSP90AB1/STARD3NL/ATP6V1C1/SURF4/ATP11C/VAMP7/ATP6V0D1/SLC36A1/ACP2/HPS6/AP5S1/DTX3L/LNPEP/CPNE3/GNAI3/SNAPIN/NCSTN/BORCS7/MARCH8/ATP6V0A2/MARCH9/VPS33A/C12orf66/M6PR/CLN5/ABCD4/VPS35/ABCA5/PLEKHM1/RMC1/NAPG/BORCS8/RDH14/CTSA/DEPDC5/DNAJC13/AP2M1/NPRL2/ATP6V1A/GOPC/ABCC10/STX7/CCZ1B/CCZ1/TMEM106B/HGSNAT/ATP6V1B2/MAGT1/UBA1/AP1S2/CLCN5	154
CC	GO:0030990	intraciliary transport particle	17/6611	23/18678	0.000189396206396609	0.00197081849554733	0.00144466976656453	IFT140/IFT88/IFT81/IFT43/IFT74/TTC21B/TRAF3IP1/IFT172/IFT122/IFT80/TTC26/HSPB11/IFT20/WDR35/IFT27/IFT57/IFT22	17
CC	GO:0000313	organellar ribosome	46/6611	84/18678	0.000214846476526261	0.0021131475362446	0.00154900127271998	MRPS27/MRPL33/MRPL20/MRPS12/MRPS21/MTG1/MRPL4/MPV17L2/MTG2/MRPL45/MRPL11/MRPL14/MRPS16/MRPL21/MRPL16/MRPL42/MRPL57/MRPS11/MRPL28/MRPS26/MRPL36/MRPS36/MRPS17/MALSU1/MRPL13/MRPL15/MRPL27/MRPL47/MRPS2/MRPL24/CHCHD1/MRPL17/MRPL51/MRPL46/MRPS7/MRPL19/MRPL35/MRPL30/MRPS6/MRPL39/MRPL40/MRPL3/MRPL18/MRPL32/MRPS28/MRPL50	46
CC	GO:0000428	DNA-directed RNA polymerase complex	46/6611	84/18678	0.000214846476526261	0.0021131475362446	0.00154900127271998	TAF4/TRRAP/MYO6/TAF3/SUPT3H/POLR2F/POLR3B/RPRD2/RECQL5/TAF2/POLA1/RPAP2/TAF6L/RTF1/RPRD1A/POLR2B/POLR1C/CTR9/TAF5L/POLR3C/CDC73/GTF2H1/GTF2A2/POLR3E/POLR2A/KAT2A/POLR3H/POLR2H/GTF2H4/TAF11/MCM3/GTF2H5/WDR61/RPRD1B/TAF13/POLR2G/GTF2H3/GTF2A1/PAF1/ERCC3/POLR2D/GTF2E1/TADA3/CCNH/POLR3G/PEX2	46
CC	GO:0005761	mitochondrial ribosome	46/6611	84/18678	0.000214846476526261	0.0021131475362446	0.00154900127271998	MRPS27/MRPL33/MRPL20/MRPS12/MRPS21/MTG1/MRPL4/MPV17L2/MTG2/MRPL45/MRPL11/MRPL14/MRPS16/MRPL21/MRPL16/MRPL42/MRPL57/MRPS11/MRPL28/MRPS26/MRPL36/MRPS36/MRPS17/MALSU1/MRPL13/MRPL15/MRPL27/MRPL47/MRPS2/MRPL24/CHCHD1/MRPL17/MRPL51/MRPL46/MRPS7/MRPL19/MRPL35/MRPL30/MRPS6/MRPL39/MRPL40/MRPL3/MRPL18/MRPL32/MRPS28/MRPL50	46
CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	46/6611	84/18678	0.000214846476526261	0.0021131475362446	0.00154900127271998	TAF4/TRRAP/MYO6/TAF3/SUPT3H/POLR2F/POLR3B/RPRD2/RECQL5/TAF2/POLA1/RPAP2/TAF6L/RTF1/RPRD1A/POLR2B/POLR1C/CTR9/TAF5L/POLR3C/CDC73/GTF2H1/GTF2A2/POLR3E/POLR2A/KAT2A/POLR3H/POLR2H/GTF2H4/TAF11/MCM3/GTF2H5/WDR61/RPRD1B/TAF13/POLR2G/GTF2H3/GTF2A1/PAF1/ERCC3/POLR2D/GTF2E1/TADA3/CCNH/POLR3G/PEX2	46
